0.255,61.0
0.26,49.5
0.265,48.3
0.27,47.6
0.275,48.5
0.28,48.4
0.285,47.4
0.29,48.5
0.295,49.0
0.3,47.8
0.305,48.8
0.31,47.5
0.315,48.6
0.32,47.7
0.325,48.7
0.33,48.3
0.335,48.0
0.34,49.6
0.345,51.8
0.35,49.0
0.355,49.4
0.36,48.5
0.365,49.0
0.37,48.6
0.375,49.7
0.38,51.9
0.385,53.0
0.39,55.0
0.395,53.1
0.4,49.3
0.405,55.0
0.41,53.4
0.415,53.4
0.42,52.8
0.425,52.3
0.43,53.7
0.435,51.6
0.44,51.4
0.445,51.2
0.45,51.7
0.455,58.1
0.46,54.6
0.465,50.4
0.47,50.7
0.475,50.2
0.48,53.7
0.485,52.7
0.49,53.2
0.495,52.6
0.5,54.1
