0.255,93.6
0.26,81.5
0.265,81.2
0.27,81.8
0.275,82.9
0.28,82.6
0.285,82.8
0.29,81.8
0.295,83.0
0.3,82.6
0.305,83.7
0.31,84.0
0.315,83.8
0.32,84.0
0.325,83.5
0.33,83.2
0.335,83.0
0.34,83.6
0.345,84.6
0.35,84.0
0.355,83.9
0.36,84.4
0.365,86.8
0.37,86.3
0.375,85.2
0.38,85.8
0.385,86.1
0.39,89.1
0.395,86.6
0.4,85.7
0.405,85.1
0.41,86.2
0.415,86.1
0.42,85.6
0.425,87.6
0.43,88.8
0.435,87.0
0.44,91.1
0.445,89.7
0.45,86.0
0.455,85.2
0.46,85.9
0.465,84.9
0.47,88.2
0.475,87.5
0.48,87.1
0.485,88.2
0.49,90.8
0.495,90.5
0.5,92.8
