0.255,60.6
0.26,48.9
0.265,51.2
0.27,47.3
0.275,48.6
0.28,47.3
0.285,50.3
0.29,52.3
0.295,47.4
0.3,49.5
0.305,47.7
0.31,48.2
0.315,47.8
0.32,46.6
0.325,47.4
0.33,46.9
0.335,48.2
0.34,48.6
0.345,47.7
0.35,48.1
0.355,48.1
0.36,47.2
0.365,49.4
0.37,48.3
0.375,48.9
0.38,48.4
0.385,49.3
0.39,49.3
0.395,50.2
0.4,49.8
0.405,49.8
0.41,52.6
0.415,50.6
0.42,51.6
0.425,49.5
0.43,51.0
0.435,51.4
0.44,51.0
0.445,51.7
0.45,52.5
0.455,52.9
0.46,51.6
0.465,50.5
0.47,51.2
0.475,51.2
0.48,51.9
0.485,51.1
0.49,51.8
0.495,51.9
0.5,51.9
