0.255,80.4
0.26,64.4
0.265,62.9
0.27,63.1
0.275,63.5
0.28,62.9
0.285,63.2
0.29,63.4
0.295,63.5
0.3,63.5
0.305,63.4
0.31,63.5
0.315,63.5
0.32,63.3
0.325,63.9
0.33,64.0
0.335,65.9
0.34,64.9
0.345,64.1
0.35,65.0
0.355,64.5
0.36,65.2
0.365,65.3
0.37,65.3
0.375,67.0
0.38,65.3
0.385,65.0
0.39,66.3
0.395,65.7
0.4,66.5
0.405,67.1
0.41,68.8
0.415,67.5
0.42,68.2
0.425,66.3
0.43,65.5
0.435,66.4
0.44,66.4
0.445,66.8
0.45,67.7
0.455,68.2
0.46,69.7
0.465,69.1
0.47,70.0
0.475,67.1
0.48,67.1
0.485,67.6
0.49,67.9
0.495,68.3
0.5,68.3
