0.255,93.5
0.26,81.3
0.265,80.0
0.27,79.7
0.275,81.7
0.28,80.6
0.285,81.4
0.29,80.9
0.295,81.2
0.3,81.1
0.305,82.3
0.31,82.2
0.315,81.9
0.32,81.2
0.325,80.3
0.33,82.4
0.335,83.7
0.34,82.9
0.345,83.0
0.35,83.0
0.355,82.9
0.36,84.0
0.365,84.6
0.37,84.7
0.375,83.2
0.38,83.8
0.385,83.8
0.39,86.0
0.395,86.1
0.4,87.5
0.405,84.7
0.41,83.4
0.415,82.5
0.42,84.3
0.425,84.4
0.43,84.5
0.435,84.7
0.44,84.1
0.445,84.7
0.45,85.1
0.455,86.3
0.46,86.2
0.465,86.7
0.47,85.9
0.475,86.4
0.48,88.0
0.485,88.7
0.49,88.0
0.495,90.4
0.5,89.2
