0.255,79.9
0.26,64.4
0.265,62.7
0.27,63.3
0.275,63.2
0.28,65.6
0.285,63.5
0.29,63.4
0.295,63.3
0.3,63.2
0.305,63.4
0.31,63.3
0.315,63.8
0.32,63.4
0.325,63.3
0.33,63.9
0.335,63.7
0.34,64.5
0.345,63.6
0.35,64.3
0.355,63.8
0.36,64.9
0.365,65.1
0.37,65.0
0.375,65.9
0.38,65.6
0.385,65.6
0.39,66.5
0.395,66.7
0.4,69.7
0.405,67.3
0.41,68.2
0.415,69.2
0.42,66.7
0.425,66.2
0.43,67.6
0.435,67.5
0.44,66.9
0.445,67.8
0.45,68.4
0.455,68.3
0.46,69.3
0.465,70.0
0.47,69.5
0.475,66.8
0.48,67.1
0.485,67.9
0.49,68.0
0.495,68.6
0.5,68.5
