0.255,107.2
0.26,80.2
0.265,80.2
0.27,81.5
0.275,81.2
0.28,81.2
0.285,81.1
0.29,81.0
0.295,81.2
0.3,81.0
0.305,82.7
0.31,82.0
0.315,81.3
0.32,82.7
0.325,82.0
0.33,82.2
0.335,81.8
0.34,82.8
0.345,82.4
0.35,82.9
0.355,83.2
0.36,84.2
0.365,84.5
0.37,85.4
0.375,84.4
0.38,83.7
0.385,84.9
0.39,84.8
0.395,84.7
0.4,86.9
0.405,83.3
0.41,81.7
0.415,82.6
0.42,82.8
0.425,82.0
0.43,83.5
0.435,82.2
0.44,82.0
0.445,83.8
0.45,84.8
0.455,84.3
0.46,84.3
0.465,84.9
0.47,84.8
0.475,86.2
0.48,86.6
0.485,86.6
0.49,88.6
0.495,88.2
0.5,91.6
