0.255,61.5
0.26,48.9
0.265,47.2
0.27,47.1
0.275,47.5
0.28,48.2
0.285,47.9
0.29,48.8
0.295,48.9
0.3,47.7
0.305,48.2
0.31,48.0
0.315,47.9
0.32,48.6
0.325,47.8
0.33,48.7
0.335,48.7
0.34,48.9
0.345,49.0
0.35,49.1
0.355,49.4
0.36,49.3
0.365,50.4
0.37,49.9
0.375,49.6
0.38,51.7
0.385,51.4
0.39,50.9
0.395,51.7
0.4,52.8
0.405,52.1
0.41,52.2
0.415,50.6
0.42,49.9
0.425,51.0
0.43,50.9
0.435,53.1
0.44,52.7
0.445,52.8
0.45,52.0
0.455,52.6
0.46,52.7
0.465,52.3
0.47,51.1
0.475,52.5
0.48,52.0
0.485,53.7
0.49,52.9
0.495,53.8
0.5,53.5
