0.255,76.8
0.26,64.4
0.265,63.0
0.27,63.3
0.275,62.9
0.28,63.1
0.285,63.4
0.29,63.3
0.295,63.2
0.3,63.3
0.305,63.3
0.31,63.7
0.315,63.5
0.32,63.7
0.325,63.4
0.33,63.6
0.335,63.7
0.34,64.5
0.345,63.9
0.35,64.3
0.355,64.2
0.36,64.5
0.365,65.5
0.37,65.1
0.375,65.5
0.38,65.2
0.385,65.2
0.39,66.8
0.395,66.3
0.4,66.4
0.405,67.2
0.41,67.9
0.415,68.3
0.42,68.5
0.425,66.7
0.43,66.0
0.435,67.1
0.44,66.8
0.445,67.7
0.45,68.2
0.455,68.4
0.46,69.6
0.465,68.9
0.47,69.2
0.475,67.5
0.48,67.3
0.485,67.8
0.49,68.0
0.495,67.8
0.5,67.5
