0.255,97.1
0.26,86.0
0.265,81.5
0.27,81.3
0.275,81.5
0.28,81.6
0.285,80.3
0.29,80.9
0.295,81.4
0.3,80.9
0.305,80.9
0.31,81.1
0.315,81.6
0.32,82.9
0.325,82.2
0.33,82.4
0.335,80.8
0.34,82.3
0.345,82.9
0.35,83.5
0.355,82.7
0.36,82.5
0.365,84.9
0.37,84.8
0.375,85.2
0.38,85.0
0.385,84.5
0.39,86.4
0.395,85.7
0.4,84.7
0.405,85.6
0.41,85.4
0.415,85.3
0.42,86.8
0.425,87.3
0.43,86.2
0.435,86.4
0.44,88.5
0.445,88.6
0.45,87.8
0.455,84.5
0.46,86.1
0.465,86.1
0.47,86.5
0.475,89.2
0.48,89.9
0.485,88.7
0.49,87.0
0.495,88.2
0.5,88.0
