0.255,71.6
0.26,65.4
0.265,63.6
0.27,64.2
0.275,64.1
0.28,63.8
0.285,64.2
0.29,64.3
0.295,64.4
0.3,64.6
0.305,64.8
0.31,64.4
0.315,64.3
0.32,64.2
0.325,64.4
0.33,64.6
0.335,64.7
0.34,65.7
0.345,64.9
0.35,65.7
0.355,66.3
0.36,65.8
0.365,66.2
0.37,66.0
0.375,66.2
0.38,66.5
0.385,67.3
0.39,67.1
0.395,67.4
0.4,67.9
0.405,67.7
0.41,69.2
0.415,69.1
0.42,67.5
0.425,67.6
0.43,67.6
0.435,68.1
0.44,68.0
0.445,68.5
0.45,68.7
0.455,69.5
0.46,70.9
0.465,70.3
0.47,67.3
0.475,68.3
0.48,68.0
0.485,68.2
0.49,68.7
0.495,69.2
0.5,68.7
