0.255,62.3
0.26,48.0
0.265,47.0
0.27,47.0
0.275,47.2
0.28,47.3
0.285,46.9
0.29,47.2
0.295,47.2
0.3,46.7
0.305,47.2
0.31,47.6
0.315,47.1
0.32,47.4
0.325,47.4
0.33,47.5
0.335,47.3
0.34,47.5
0.345,47.9
0.35,48.0
0.355,48.3
0.36,48.4
0.365,48.8
0.37,48.4
0.375,49.0
0.38,49.2
0.385,49.4
0.39,50.5
0.395,51.1
0.4,50.2
0.405,51.4
0.41,50.0
0.415,51.7
0.42,51.2
0.425,50.3
0.43,52.0
0.435,51.2
0.44,52.3
0.445,51.1
0.45,53.2
0.455,52.5
0.46,53.1
0.465,52.9
0.47,52.1
0.475,52.2
0.48,51.6
0.485,51.9
0.49,51.3
0.495,52.1
0.5,52.1
