0.255,66.3
0.26,49.0
0.265,48.0
0.27,47.4
0.275,47.5
0.28,51.1
0.285,47.9
0.29,51.0
0.295,48.1
0.3,49.0
0.305,47.5
0.31,48.1
0.315,47.8
0.32,48.3
0.325,48.8
0.33,48.4
0.335,49.9
0.34,48.7
0.345,49.0
0.35,50.0
0.355,50.8
0.36,49.1
0.365,49.6
0.37,50.0
0.375,50.2
0.38,51.6
0.385,50.6
0.39,50.4
0.395,50.4
0.4,50.3
0.405,52.4
0.41,51.4
0.415,49.6
0.42,49.6
0.425,50.4
0.43,49.6
0.435,50.0
0.44,51.0
0.445,50.9
0.45,51.1
0.455,49.8
0.46,49.9
0.465,51.9
0.47,51.1
0.475,52.2
0.48,51.4
0.485,52.3
0.49,52.1
0.495,52.0
0.5,52.4
